KIC,dnu,dnu_err,numax,numax_err,metallicity,metallicity_err,radius
9392039,4.04,0.09,36.49,0.75,-0.15,0.06,11.76
9330460,6.86,0.14,72.32,1.94,-0.17,0.06,8.06
9269234,9.82,0.2,113.47,2.34,0.18,0.05,6.01
9075872,13.24,0.28,156.37,3.16,-0.39,0.07,4.72
9142574,3.74,0.1,26.77,0.67,-0.42,0.07,10.5
9007718,3.99,0.08,35.36,0.76,0.24,0.05,11.36
9205952,2.43,0.06,17.85,0.62,-0.45,0.07,15.16
9268146,3.6,0.08,30.83,0.82,0.02,0.05,12
9205705,3.15,0.09,25.23,0.67,-0.36,0.07,12.96
9329543,4.45,0.09,41.79,1.09,-0.22,0.06,10.94
9075225,5.36,0.11,55.18,1.17,-0.08,0.06,9.96
9329058,4.52,0.09,41.26,1.19,-0.06,0.06,10.59
9329200,6.79,0.13,74.65,1.49,0.26,0.05,8.29
8937073,3.23,0.08,24.69,0.57,0.02,0.05,12.17
9267654,10.26,0.19,116.54,2.24,-0.11,0.06,5.82
9327993,3.91,0.09,34.68,2.09,0.2,0.05,11.39
9328135,5.73,0.15,55.29,1.12,0.04,0.05,8.6
9139859,6.81,0.13,72.71,1.74,0.27,0.04,7.94
8936409,1.22,0.04,6.96,0.33,-0.3,0.07,22.75
9004448,3.45,0.17,27.01,0.67,0.08,0.05,11.65
9265513,5.36,0.11,48.21,0.96,-0.4,0.07,8.68
9202995,3.82,0.08,29.28,1.67,-0.17,0.06,10.53
9202597,9.65,0.18,113.3,2.34,0.36,0.04,6.19
8936339,4.62,0.1,44.03,1.07,0.02,0.05,11
9003765,6.02,0.13,59.22,1.22,0,0.05,8.34
8936104,3.75,0.09,30.58,2.03,0.32,0.04,11.05
8936084,4.15,0.09,31.97,0.88,-0.5,0.07,10.04
9264889,7.4,0.19,82.48,1.6,-0.08,0.06,7.91
9326421,6.73,0.14,68.44,2.26,-0.23,0.06,7.62
9072262,4.49,0.1,37.86,1.1,-0.76,0.08,9.74
9002344,4.37,0.09,43.41,1.21,-0.1,0.06,11.72
9138411,0.71,0.04,3.68,0.12,-0.38,0.07,34.34
9002884,0.78,0.07,4.82,0.17,-0.32,0.07,36.96
9071238,5.37,0.11,51.37,1.17,-0.02,0.06,9.05
8736415,1.36,0.04,7.66,0.4,-0.14,0.06,21.05
8934264,1.43,0.04,8.69,0.21,-0.39,0.07,21.17
8671819,4.04,0.09,30.24,0.65,-0.38,0.07,9.99
9698133,9.24,0.17,110.99,2.48,0.09,0.05,6.77
9515026,4.54,0.13,40.17,0.84,-0.41,0.07,10.06
9453362,4.18,0.09,35.26,1.97,-0.24,0.06,10.73
9392274,4.82,0.1,43.9,1.2,-0.11,0.06,9.69
9513787,3.83,0.12,30.3,0.71,-0.25,0.06,10.58
9575645,4.72,0.11,46.38,1.42,0.03,0.05,10.87
9637054,4.48,0.11,43.28,0.91,-0.08,0.06,11.09
9818513,3.83,0.08,32.24,1.12,0.35,0.04,11.16
9818604,3.48,0.07,30.21,0.63,0.29,0.04,12.42
9758246,2.8,0.06,22.51,0.87,-0.19,0.06,14.33
9697214,4.22,0.09,36.65,1.86,-0.23,0.06,10.98
9451434,3.52,0.09,27.72,0.77,-0.07,0.06,11.46
9574730,4.83,0.13,48.07,1.57,0.09,0.05,10.74
9451999,4.23,0.08,34.11,0.91,-0.34,0.07,10.11
9574650,9.52,0.19,105.72,2.05,-0.32,0.07,6.15
9635490,2.18,0.05,15.55,0.57,-0.21,0.06,16.08
9635603,4.13,0.1,32.21,0.65,-0.18,0.06,10.1
9697074,3.89,0.11,33.28,0.75,0.15,0.05,11.26
9390666,3.78,0.09,29.18,0.64,-0.16,0.06,10.63
9390293,3.72,0.08,31.9,0.7,0.14,0.05,11.84
9328682,4.7,0.12,47.64,1.08,-0.15,0.06,11.49
9390558,3.62,0.15,31.58,1.68,-0.31,0.07,12.16
9635388,4.43,0.1,39.84,1.34,0.19,0.05,10.42
9450786,3.62,0.08,28.28,0.8,-0.29,0.07,11.35
9635649,15.5,0.55,204.12,4.12,0.13,0.05,4.58
9634962,3.98,0.1,34.65,0.86,0.21,0.05,11.2
9511938,4.88,0.11,48.32,0.99,0.1,0.05,10.33
9388523,12.45,0.24,156.53,3.11,0.15,0.05,5.24
9449413,5.6,0.14,54.08,1.31,-0.18,0.06,8.82
9902962,6.69,0.12,75.64,1.66,-0.38,0.07,9.11
9903290,0.95,0.02,5.95,0.23,0.06,0.05,31.96
10023439,6.47,0.13,64.84,1.46,0.07,0.05,7.9
10087394,5.93,0.13,57.71,1.28,0.06,0.05,8.39
10153739,7.92,0.19,98.79,2.16,0.19,0.05,8.41
10286378,4.15,0.1,32.46,0.96,-0.08,0.06,10.05
10286616,4,0.08,33.63,1.4,-0.32,0.07,11
10220795,4.85,0.11,47.37,1.03,-0.13,0.06,10.91
10220213,16.25,1.26,227.67,5.23,-0.1,0.06,4.33
10025321,10.43,0.19,132.59,3.25,0.05,0.05,6.35
9903915,5.95,0.12,67.36,1.57,0.24,0.05,10.31
10025387,11.4,0.25,139.32,2.71,0.11,0.05,5.54
9904563,4.25,0.08,38.63,1.22,0.02,0.05,11.12
10221370,4.48,0.12,43.64,1.2,0.2,0.05,11.38
10089758,1.01,0.03,6.06,0.2,0.14,0.05,27.96
10155731,4.24,0.11,35.85,1.2,0.06,0.05,10.43
10156597,6.65,0.13,68.54,3.12,0.18,0.05,7.8
9965582,1.13,0.03,7.48,0.23,-0.14,0.06,29.27
10090853,4.11,0.09,37.18,1.46,0.22,0.05,11.28
10090400,3.82,0.1,33.21,1.24,0.3,0.04,11.57
10290457,4,0.09,31.17,0.69,0.05,0.05,10.34
10157507,6.6,0.13,67.02,1.37,-0.04,0.06,7.91
10224100,7.57,0.14,90.15,1.92,0.1,0.05,8.41
10223027,5.77,0.15,55.72,1.71,0.09,0.05,8.35
10091729,6.33,0.13,74.67,2.06,0.31,0.04,9.98
10290718,1.59,0.04,9.71,0.68,-0.1,0.06,
10224535,4.24,0.1,37.37,0.94,0.02,0.05,10.8
10159217,5.36,0.14,54.36,1.32,0.14,0.05,9.58
10225706,4.92,0.14,51.43,1.6,0.39,0.04,10.47
9968040,4.99,0.1,43.07,1.02,-0.65,0.08,9
9967351,5.63,0.13,59.62,1.97,-0.14,0.06,9.7
9967174,5.2,0.1,55.23,1.99,-0.03,0.06,10.88
9967700,9.63,0.18,106.75,2.04,-0.39,0.07,6.08
9966823,4.01,0.09,32.71,1.23,0.08,0.05,10.49
10028634,8.3,0.17,93.71,1.8,-0.13,0.06,7.18
10161092,4.42,0.1,44.34,1.9,0.23,0.05,11.73
10093930,4.02,0.09,33.7,1.22,0.27,0.05,10.65
9968249,7.78,0.19,90.31,2.25,0.15,0.05,7.59
10161943,6.21,0.12,59.65,1.16,-0.32,0.07,7.99
10031856,2.53,0.06,20.72,0.55,0.14,0.05,16.23
10095427,6.09,0.15,57.25,1.21,-0.42,0.07,7.91
9970467,4.68,0.12,45.34,0.96,0.09,0.05,10.6
10095409,4.14,0.09,38.6,1.47,-0.05,0.06,11.5
10293335,0.64,0.26,5.28,0.2,-0.74,0.08,34.78
10295060,1.17,0.04,7.28,0.35,-0.05,0.06,25.2
10359999,4.82,0.14,45.27,0.96,0.02,0.05,10.3
9791929,4.58,0.11,45.53,1.25,0.27,0.05,11
10098590,4.03,0.1,32.27,0.99,0.36,0.04,10.41
9851743,4.65,0.09,43.72,1.51,0.03,0.05,10.63
9852625,2.3,0.05,15.75,0.78,-0.7,0.08,14.69
10228836,5.12,0.1,55.6,2.65,-0.09,0.06,11.4
10162765,7.76,0.74,83.24,3.71,0.15,0.05,9.45
10229796,4.82,0.12,48.44,2.08,-0.04,0.06,11.07
10163776,6.34,0.21,74.3,3.48,0.05,0.05,10.24
10297313,7.77,0.23,100.24,2.55,0.29,0.04,8.96
10426854,4.27,0.1,38.8,1.13,-0.34,0.07,11.28
10362043,4.5,0.11,39.07,0.84,-0.31,0.07,10.2
10363172,4.33,0.2,43.02,1.76,0.12,0.05,11.62
9662343,4.87,0.22,43.7,1.16,-0.15,0.06,9.77
9540226,3.15,0.08,26.88,0.91,-0.2,0.06,13.78
9479404,6.96,0.13,84.76,2.02,0.18,0.05,9.44
9782817,5.47,0.12,51.89,2.17,-0.29,0.07,8.81
9783226,5.3,0.1,53.6,1.37,0.01,0.05,9.78
9843358,4.04,0.1,31.67,0.9,-0.14,0.06,10.22
9662395,4.42,0.1,48.77,1.04,0.1,0.05,12.74
9724324,4.58,0.09,40.65,0.81,-0.21,0.06,10.09
9724882,4.4,0.12,36.88,0.88,-0.21,0.06,10.07
9542218,5.75,0.12,56.62,1.14,0.21,0.05,8.67
9726045,0.8,0.02,4.33,0.5,-0.19,0.06,31.04
9602917,3.95,0.09,31.66,0.67,-0.23,0.06,10.58
9542075,4,0.11,29.16,1.55,-0.55,0.07,9.98
9846877,4.39,0.13,36.8,0.95,0.05,0.05,9.96
9906278,4.62,0.11,44.55,1.6,0.09,0.05,10.95
9846355,3.91,0.12,32,0.93,0.19,0.05,10.73
9785675,3.56,0.11,24.52,0.61,0.29,0.04,
9786625,4.63,0.1,45.84,1.06,0.08,0.05,10.93
9605294,3.97,0.12,30.44,0.93,-0.05,0.06,10.37
9604524,4.64,0.1,46.7,1.05,0.19,0.05,11.23
9726814,4.67,0.1,46.12,1.23,0.18,0.05,10.75
9847893,3.68,0.09,23.7,1.55,-0.44,0.07,
9787503,3.96,0.09,32.48,1.84,0.24,0.05,10.68
9666718,1.25,0.03,7.61,0.36,-0.11,0.06,23.63
9727392,4.42,0.09,39.26,1.06,-0.13,0.06,10.72
9728284,4.88,0.11,48.33,1.94,-0.06,0.06,10.22
9727675,6,0.12,68.43,2.68,0.26,0.05,10.31
9728845,3.09,0.06,28.15,0.58,0.3,0.04,15.01
9667930,6.06,0.14,67.75,1.81,0.03,0.05,10.06
9788834,3.78,0.09,31.59,1.14,0.06,0.05,11.28
9909804,4.42,0.14,37.26,0.83,-0.26,0.06,10.14
9970830,5.06,0.13,52,1.68,0.08,0.05,11.01
9790050,5.28,0.1,55.72,1.25,0.11,0.05,10.67
9910166,3.41,0.08,33.65,0.92,-0.13,0.06,15.39
10817660,4.78,0.1,48.96,1.55,-0.18,0.06,11.38
10880958,4.1,0.1,33.23,1.2,-0.08,0.06,10.28
10881810,11.77,0.22,146.81,3.18,-0.06,0.06,5.58
10753962,7.9,0.15,107.49,3.59,0.05,0.05,9.02
10684837,7.06,0.12,88.09,2.49,-0.21,0.06,9.55
10554179,3.29,0.87,31.78,2.71,-0.69,0.08,13.22
10553844,5.76,0.12,59.32,2.23,-0.22,0.06,9.43
10619191,4.35,0.09,41.49,1.12,-0.11,0.06,11.22
10492041,4.5,0.12,44.57,0.97,0.07,0.05,11.5
10426331,2.6,0.06,19.58,0.45,-0.13,0.06,14.56
10555186,12.39,0.29,160.67,3.71,0.01,0.05,5.55
10879372,3.73,0.11,35.11,1.83,0.34,0.04,12.47
10683647,4.08,0.09,36.96,0.98,0.3,0.04,11.3
10816214,4.79,0.11,46.18,0.94,-0.02,0.06,10.62
10816748,3.79,0.1,32.16,0.79,-0.29,0.07,11.47
10488243,4.13,0.09,36.53,1.22,-0.11,0.06,11.12
10226276,5.99,0.12,60.59,1.39,0.08,0.05,8.58
10357764,4.48,0.09,41.73,1.37,0.13,0.05,10.84
10358632,4.11,0.1,33.3,1.23,-0.18,0.06,10.3
10291535,8.48,0.14,122.34,5.76,-0.1,0.06,
10552202,4.37,0.09,38.94,0.84,-0.56,0.07,10.66
10489073,4.07,0.08,34.57,0.81,0.24,0.05,10.69
10489108,3.52,0.08,28.91,0.92,-0.25,0.06,12.11
10552972,13.81,0.26,183.17,5.27,-0.33,0.07,5.08
10552614,4.62,0.1,43.94,0.92,-0.04,0.06,10.98
10618005,3.81,0.09,31.13,0.79,-0.13,0.06,11.08
10747862,3.71,0.14,30.79,0.81,-0.41,0.07,11.17
10749112,5.22,0.11,46.02,1.32,-0.37,0.07,8.68
10420822,6.63,0.12,76.15,1.73,0.12,0.05,9.33
10355672,4.06,0.08,36.29,0.96,0.34,0.04,11.23
10356057,6.5,0.13,64.74,1.45,-0.2,0.06,7.92
10290315,4.28,0.12,37.95,1.28,0.24,0.05,10.66
10614707,4.17,0.08,35.04,1.02,-0.2,0.06,10.58
10550429,10.66,0.22,133.98,3.06,0.02,0.05,6.18
10614602,2.37,0.08,18.27,1.2,-0.37,0.07,15.9
10485765,6.05,0.12,63.84,1.38,-0.1,0.06,9.06
10418503,1.48,0.03,9.69,0.37,0.15,0.05,21.74
10482750,3.86,0.12,36.39,0.85,0.24,0.05,12.53
10483504,8.58,0.16,103.29,2.19,-0.14,0.06,7.48
10678016,3.72,0.09,30.93,1.54,-0.54,0.07,11.01
10613466,4.21,0.09,36.82,0.8,0.23,0.05,10.72
10546977,4.34,0.09,42.79,1.37,-0.05,0.06,11.52
10613112,4.59,0.11,45.92,0.98,-0.07,0.06,11.56
10417308,3.77,0.1,30.18,0.82,-0.58,0.08,11.12
10353044,4.11,0.09,33.43,0.91,-0.19,0.06,10.36
10352615,5.67,0.14,62.28,2.71,-0.04,0.06,9.81
10287323,5.02,0.1,46.7,1.11,-0.12,0.06,9.51
10610250,12.57,0.36,152.43,2.9,0.13,0.05,4.85
10545152,4.54,0.32,35,2.8,-0.16,0.06,9.61
10742794,3.87,0.08,29.21,0.69,-0.23,0.06,10.31
10480806,6.46,0.12,67.76,3.23,-0.07,0.06,8.14
10285722,4.98,0.1,50.37,1.27,0.1,0.05,10.72
10482001,5.04,0.1,55.2,1.28,0.16,0.05,11.51
10416550,5.01,0.11,47.81,1.16,-0.23,0.06,9.82
10086465,4.35,0.08,40.65,2,0.09,0.05,11.1
10152909,7.47,0.17,77.42,1.74,0.02,0.05,7.04
10991271,6.39,0.11,76.81,3.96,0.05,0.05,10.22
11045572,6.01,0.15,63.3,1.38,0.12,0.05,8.96
11045542,1.27,0.03,7.8,0.55,-0.5,0.07,23.36
11152823,4.44,0.08,45.19,1.66,-0.09,0.06,12.15
11152753,4.62,0.11,44.04,1.25,0.14,0.05,11.05
10992126,1.41,0.04,7.88,0.26,-0.52,0.07,20.09
11046496,3.91,0.09,31.75,1.04,-0.47,0.07,11.03
10992711,4.04,0.1,34.91,0.87,-0.28,0.06,10.9
10992390,1.19,0.03,7.47,0.58,0,0.05,25.07
10936814,4.28,0.09,37.44,0.83,-0.05,0.06,10.7
10991398,4.11,0.09,34,2.24,-0.19,0.06,10.54
10991673,4.38,0.08,40.86,0.96,-0.04,0.06,10.95
11204531,4.21,0.08,40.92,1.11,-0.23,0.06,11.91
11044315,5.21,0.12,61.3,1.3,0,0.05,12.25
11152312,4.05,0.09,33.91,0.87,-0.11,0.06,10.77
10935853,5.92,0.16,64.72,2.48,-0.04,0.06,10.26
10934758,4.58,0.16,47.9,1.03,0.07,0.05,11.95
10877915,2.34,0.06,18.43,0.75,-0.23,0.06,16.94
10935437,4.96,0.09,50.87,1.31,0.18,0.05,10.98
11043208,5.4,0.11,52.67,1.19,0.09,0.05,9.17
11043832,5.62,0.14,59.85,1.56,0.07,0.05,9.68
11043831,4.23,0.08,37.07,0.82,0.05,0.05,10.7
10989210,4.72,0.1,52.93,2.27,-0.1,0.06,12.98
10747240,4.04,0.09,35.07,0.75,0,0.05,11.22
10812837,5.41,0.1,57.66,1.49,-0.11,0.06,10.55
10745775,4.03,0.1,38.3,1.54,0.25,0.05,11.94
11042388,1.48,0.04,9.35,0.25,-0.43,0.07,21.11
10933384,1.64,0.08,10.02,0.32,0.05,0.05,18.91
10873444,5.44,0.11,56.44,1.73,0.14,0.05,10.2
10743092,2.53,0.06,18.48,0.41,-0.45,0.07,14.79
10743515,4.53,0.09,45.06,1.02,0.15,0.05,11.21
10809457,4.37,0.09,36.64,1.69,0.02,0.05,10.01
9024483,3.93,0.08,32.39,1.46,0.11,0.05,10.78
8955683,4.71,0.44,47.16,2.45,-0.05,0.06,
9025029,4.38,0.1,39.68,0.92,-0.08,0.06,10.92
9024667,3.41,0.13,26.31,1.57,0.19,0.05,11.71
9157260,17.45,1.72,235.4,4.49,-0.16,0.06,3.67
9220076,4.14,0.15,33.6,0.95,-0.05,0.06,10.25
9344639,1.07,0.03,6.53,0.54,-0.2,0.06,25.11
9406596,3.91,0.11,33.5,0.9,0.27,0.05,11.15
9283816,4.63,0.11,43.02,0.88,-0.02,0.06,10.57
9283918,4.89,0.11,52.03,1.3,0.14,0.05,11.44
9026209,1.34,0.03,9.17,0.66,0.17,0.05,24.33
9025882,4.16,0.11,34.59,0.85,0.24,0.05,10.29
9346288,3.29,0.08,27.82,0.91,-0.01,0.06,12.98
9408590,4.51,0.11,44.47,1.61,-0.01,0.06,11.4
9346602,5,0.11,55.58,1.23,-0.04,0.06,11.74
9469165,4.02,0.1,28.64,1.42,-0.66,0.08,9.85
9408361,5.31,0.09,63.8,1.86,0.18,0.05,12.25
9159227,3.76,0.08,29.93,1.56,0.26,0.05,10.92
9222389,3.57,0.07,31.11,1.01,-0.16,0.06,12.54
9027245,5.36,0.12,49.31,1.05,-0.26,0.06,8.81
9409513,6.03,0.14,71.17,1.72,0.05,0.05,10.61
9027871,4.25,0.1,42.91,1.23,0.14,0.05,11.97
9349690,0.86,0.05,4.94,0.22,0.11,0.05,32.74
9349632,7.75,0.15,98.36,2.32,0.2,0.05,8.91
9350701,5.6,0.12,58.37,1.7,0.07,0.05,
9350031,5.74,0.12,52.57,1.04,-0.38,0.07,8.22
9411366,5.01,0.1,49.59,1.11,-0.14,0.06,10.53
9163153,12.44,0.24,153.93,3.11,0.34,0.04,5.03
9226335,4.54,0.08,52.44,2.35,0.34,0.04,14.15
9226481,4.25,0.09,38.86,1,0.13,0.05,10.88
9100325,0.96,0.03,5.9,0.4,-0.12,0.06,31
9228469,9.18,0.17,104.4,2.5,-0.31,0.07,6.59
9100444,5.11,0.1,51.76,1.32,0.29,0.04,10.28
9163785,4.74,0.12,46.47,1.01,-0.15,0.06,10.71
9351617,4.35,0.08,39.54,1.1,-0.01,0.06,10.92
9474021,0.4,0.09,2.18,0.08,-0.44,0.07,49.51
9351186,3.87,0.13,33.73,0.97,0.1,0.05,11.58
9414068,1.63,0.04,10.11,0.4,-0.61,0.08,19
9414102,3.91,0.08,36.41,1.09,0.42,0.04,12.08
9291624,4.04,0.08,34.77,0.83,0.35,0.04,10.85
9166023,2.4,0.05,18.46,0.58,0.31,0.04,15.57
9034557,4.31,0.09,41.99,1.35,0.21,0.05,11.66
9229601,4.7,0.09,46,1.04,-0.05,0.06,11.1
9292408,3.46,0.11,29.36,1.77,0.26,0.05,12.56
9291249,4.55,0.1,44.72,1.06,0.15,0.05,11.06
9291830,4.4,0.09,45.98,1.3,0.04,0.05,12.61
9291976,3.93,0.08,31.41,0.75,0.01,0.05,10.52
9292180,5.39,0.11,56.12,3.44,0.24,0.05,9.34
9353187,6.57,0.16,78.91,2.83,0.13,0.05,9.74
9475697,9.82,0.18,112.52,2.91,0.09,0.05,6.02
9353531,3.9,0.09,29.91,0.7,-0.2,0.06,10.34
8564559,4.68,0.09,44.31,1.23,-0.06,0.06,10.63
8693004,3.61,0.09,34.19,0.78,-0.03,0.06,13.39
8693018,7.04,0.18,87.78,1.9,0.15,0.05,9.49
8628585,4.11,0.08,36.37,0.77,0.11,0.05,11.12
8757215,4.27,0.1,35.3,0.73,-0.04,0.06,10.12
8822689,5.04,0.09,54.79,1.39,0.03,0.05,11.45
8957543,4.01,0.11,37.65,1.59,0.26,0.05,11.9
8822878,4.1,0.09,36.51,1.48,0.21,0.05,11.16
8758700,3.92,0.08,30.89,0.7,-0.24,0.06,10.51
8824452,5.49,0.15,51.25,1.12,-0.34,0.07,8.67
8824264,4.14,0.1,33.7,1.55,-0.14,0.06,10.28
8890410,5.41,0.1,60.82,1.87,0.16,0.05,11.08
8565016,6.03,0.16,60.96,1.54,0.17,0.05,8.42
9028511,3.93,0.09,29.98,0.7,-0.23,0.06,10.24
9028321,4.72,0.11,46.33,1.11,0.13,0.05,10.62
8959259,6.74,0.14,76.82,1.97,0.27,0.05,8.64
8759811,5.23,0.12,53.3,1.44,0.02,0.05,10.89
8759746,4.79,0.1,45.98,1.09,0.05,0.05,11.01
8759207,7.25,0.17,81.23,1.64,-0.09,0.06,8.36
9028697,5.9,0.12,59.24,1.07,0.03,0.05,8.76
8825444,6.53,0.11,84.32,2.36,0.12,0.05,10.58
9029195,4.71,0.14,42.41,0.9,0.13,0.05,9.94
8826079,4.17,0.12,33.01,0.76,-0.34,0.07,10.12
9029603,10.73,0.21,143.89,3.1,0.31,0.04,6.67
8962844,4.46,0.1,41.43,1.07,0.03,0.05,10.86
8962923,6.82,0.13,81.21,2.17,-0.07,0.06,9.42
8827646,3.97,0.09,33.24,0.75,-0.29,0.07,11.05
8827934,5.38,0.1,56.76,2.48,0.18,0.05,10.81
8761471,4.36,0.1,38.61,2.31,0.03,0.05,10.6
8826496,4.63,0.11,43.88,0.81,-0.08,0.06,10.98
9032691,4.1,0.1,35.31,0.87,-0.08,0.06,11.01
8964218,3.6,0.07,31.33,0.74,0.25,0.05,12.08
9658002,4.1,0.09,35.34,1,-0.06,0.06,10.55
9780183,3.78,0.08,30.49,0.77,0.01,0.05,11.04
9839918,5.13,0.31,47.44,1.39,0.27,0.05,9.56
9839246,4.58,0.11,44.27,0.99,0.15,0.05,11.04
9597214,4.57,0.11,43.27,1.1,-0.07,0.06,10.98
9536330,2.71,0.06,23.06,0.58,-0.01,0.06,15.92
9658793,4.45,0.1,40.5,0.98,-0.24,0.06,10.51
9658072,3.53,0.07,28,0.7,0.37,0.04,11.42
9597524,4.22,0.08,37.96,1.09,0.14,0.05,11.01
9535050,4.52,0.09,45.3,1.08,-0.02,0.06,11.75
9535399,5.75,0.11,58.26,1.56,0.25,0.05,8.88
9534934,5.21,0.11,45.6,1.81,-0.58,0.08,8.5
9412408,4.21,0.09,34.58,0.85,-0.16,0.06,10.29
9596639,3.71,0.08,30.49,0.89,0.03,0.05,11.45
9718024,4.07,0.1,33.76,0.81,-0.47,0.07,10.76
9838978,4,0.09,32.99,0.69,-0.05,0.06,10.67
9778288,5.14,0.09,58.34,1.15,0.13,0.05,11.65
9596106,2.65,0.06,21.48,0.69,-0.27,0.06,15.5
9472481,5.4,0.14,62.31,1.89,-0.14,0.06,11.29
9472076,10.21,0.2,123.77,2.48,0.12,0.05,6.21
9777536,4.67,0.09,45.42,0.89,0.11,0.05,10.76
9716866,3.73,0.09,32.05,0.83,-0.06,0.06,11.67
9656523,4.02,0.1,33.75,1.56,0.18,0.05,10.66
9470276,7,0.14,75.26,1.81,-0.02,0.06,7.96
9470055,1.28,0.03,8.69,0.63,-0.04,0.06,24.9
9532518,3.96,0.09,31.13,1.92,-0.22,0.06,10.44
9471284,4.28,0.09,40.49,1.42,0.09,0.05,11.56
9655101,7.91,0.16,109.57,7.82,-0.04,0.06,9.05
9775927,8.41,0.17,108.56,2.61,-0.14,0.06,8.23
9716522,4.85,0.1,54.1,1.31,0.02,0.05,12.27
9836930,5.88,0.1,74.41,1.6,0.29,0.04,11.43
9835626,5.4,0.11,53.91,1.5,0.13,0.05,9.41
9835436,3,0.07,24.58,0.59,-0.51,0.07,14.13
9652704,14.47,0.26,187.77,3.67,0.11,0.05,4.67
9714063,4.51,0.1,42.31,1.34,0.04,0.05,10.92
9713617,12.37,0.24,153.96,3.02,0.35,0.04,5.11
9529974,4.03,0.1,33.35,1.4,-0.05,0.06,10.6
9530396,6.76,0.12,83.08,2.49,0.37,0.04,9.38
9713083,4.58,0.1,41.7,1.97,0.01,0.05,10.71
9772366,6.75,0.14,75,3.54,0.24,0.05,8.21
9712888,4.01,0.09,33.09,1.29,0.14,0.05,10.57
9712510,3.72,0.08,33.4,1.11,0.08,0.05,12.12
9406638,4.31,0.09,39.39,1.29,-0.45,0.07,10.86
9406415,5.16,0.1,59.28,2.02,0,0.05,11.86
9591097,4.16,0.13,34.65,1.8,0.02,0.05,10.44
9711349,2.14,0.05,15.33,0.49,-0.22,0.06,16.78
9711231,5.11,0.11,46.93,1.14,-0.16,0.06,9.2
9711269,6.35,0.13,64.05,1.46,0.14,0.05,8.03
9711492,5.09,0.11,50.76,1.17,0.07,0.05,11.03
9650046,6,0.11,67.83,1.35,0.09,0.05,10.29
9650527,5.24,0.11,54.7,1.88,-0.13,0.06,10.92
9589638,4.37,0.11,39.35,0.97,-0.34,0.07,10.7
9650881,4.05,0.08,37.12,1.09,0.13,0.05,11.63
9589500,7.78,0.43,104.51,2.18,0.18,0.05,9.02
9282363,3.79,0.1,29.66,0.84,-0.08,0.06,10.73
9405269,4.22,0.08,37.84,0.8,0.21,0.05,10.94
9405555,2.46,0.06,17.86,0.8,-0.3,0.07,14.48
9405480,2.74,0.06,22.51,0.73,0.1,0.05,14.94
10282002,3.65,0.08,30.3,0.95,0.23,0.05,11.58
10083480,4,0.08,32.22,1.83,-0.38,0.07,10.69
9898999,3.95,0.09,35.77,0.91,0.02,0.05,11.64
9958522,4.09,0.09,36.66,0.98,0.11,0.05,11.31
10018923,4.34,0.09,40.84,0.93,0.18,0.05,10.99
10018973,4,0.09,32.85,2.04,0.26,0.05,10.56
9958567,3.28,0.11,25.29,0.91,-0.31,0.07,12.33
10018239,3.95,0.09,31.21,1.01,0.16,0.05,10.49
10213931,4.54,0.11,42.04,1.43,-0.05,0.06,10.36
10280586,3.81,0.08,31.46,1.15,0.11,0.05,11.08
10148026,6.33,0.12,70.84,2.11,0.01,0.05,9.89
10080974,4.56,0.14,41.46,0.87,-0.11,0.06,10.89
9957219,4.25,0.08,36,1.18,-0.1,0.06,10.39
10212620,4.87,0.11,48.78,1.2,0.22,0.05,10.8
10146348,5.94,0.12,70.03,2.92,0.09,0.05,10.45
10147072,6.13,0.11,69.08,3.12,0.09,0.05,10.2
9896174,18.14,1.28,246.26,7.58,-0.14,0.06,3.87
9835790,5.74,0.12,61.73,1.17,0.06,0.05,9.95
9956345,8.06,0.2,88.89,2,0.13,0.05,7
10145279,3.59,0.07,30.44,0.74,-0.31,0.07,12.22
10016093,3.77,0.08,31.24,0.67,-0.47,0.07,11.31
9893889,3.8,0.09,30.75,0.84,-0.06,0.06,10.9
9833073,3.62,0.08,31.87,1.05,-0.15,0.06,12.46
6762022,4.41,0.08,40.48,0.97,0.06,0.05,10.84
7184978,3.86,0.1,34.16,0.93,0.06,0.05,11.36
7018252,3.55,0.07,27.35,0.63,-0.22,0.06,11.31
7102068,5.89,0.16,55.73,1.55,-0.12,0.06,8.1
7266674,3.9,0.08,31.01,1.13,0.08,0.05,10.54
7429055,6.09,0.13,60.58,1.58,0.04,0.05,8.22
7347189,4.04,0.09,41.57,2.22,-0.12,0.06,12.63
7347195,3.49,0.07,28.82,0.7,0.09,0.05,11.83
6762612,4.33,0.09,40.14,1.38,0.1,0.05,11.3
6933666,3.88,0.09,34.42,1.8,-0.29,0.07,
6847371,2.75,0.07,20.31,0.69,0.11,0.05,13.58
7019157,3.43,0.08,27.68,0.8,-1.13,0.1,12.46
7103182,2.59,0.06,19.29,0.56,-0.19,0.06,14.33
7186542,4.25,0.09,41.17,1.05,0.11,0.05,11.61
7103297,4.36,0.1,38.6,0.99,0.07,0.05,10.56
7186274,4.02,0.09,32.41,0.98,0.03,0.05,10.4
7267593,5.06,0.11,47.11,1.23,-0.01,0.06,9.34
7103951,5.01,0.09,53.2,1.4,-0.04,0.06,
7103666,4.16,0.09,34.62,1.42,0.04,0.05,10.36
6934780,3.68,0.1,26.74,1.14,-0.31,0.07,10.81
7187059,5.64,0.12,54.61,1.14,0.03,0.05,8.76
6935260,4.59,0.12,42.66,0.97,-0.1,0.06,10.39
